Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Party,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité,Winner
Quebec/Québec,Shefford,24072,Pierre Breton Liberal/Libéral,Liberal,"Granby, Que./ Qc",Human Resources Officer/Conseiller en ressources humaines,22957,39,9012,15.3,Liberal
Quebec/Québec,Shefford,24072,Claire Mailhot NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Bromont, Que./ Qc",Geographer specializing in Social Economy/Géographe spécialisée en économie sociale,13945,23.7,,,Liberal
Quebec/Québec,Shefford,24072,Jocelyn Beaudoin Bloc Québécois/Bloc Québécois,Bloc,"Sainte-Cécile-de-Milton, Que./ Qc",Jurist/Juriste,13092,22.2,,,Liberal
Quebec/Québec,Shefford,24072,Sylvie Fontaine Conservative/Conservateur,Conservative,"Granby, Que./ Qc",Business woman/Femme d'affaire,7529,12.8,,,Liberal
Quebec/Québec,Shefford,24072,Simon McMillan Green Party/Parti Vert,Green,"Nepean, Ont.",Stay-at-Home Parent/Parent au foyer,1397,2.4,,,Liberal
Quebec/Québec,Sherbrooke,24073,Pierre-Luc Dusseault ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Sherbrooke, Que./ Qc",Parliamentarian/Parlementaire,21410,37.4,4339,7.6,NDP
Quebec/Québec,Sherbrooke,24073,Thomas ''Tom'' Allen Liberal/Libéral,Liberal,"Sherbrooke, Que./ Qc",Retired/Retraité,17071,29.8,,,NDP
Quebec/Québec,Sherbrooke,24073,Caroline Bouchard Bloc Québécois/Bloc Québécois,Bloc,"Sherbrooke, Que./ Qc",Self-employed /Travailleuse autonome,11717,20.4,,,NDP
Quebec/Québec,Sherbrooke,24073,Marc Dauphin Conservative/Conservateur,Conservative,"Coaticook, Que./ Qc",Doctor/Médecin,5391,9.4,,,NDP
Quebec/Québec,Sherbrooke,24073,Sophie Malouin Green Party/Parti Vert,Green,"Midhurst, Ont.",Yoga Instructor/Instructrice de yoga,1143,2,,,NDP
Quebec/Québec,Sherbrooke,24073,Benoit Huberdeau Independent/Indépendant,,"Sherbrooke, Que./ Qc",Placement Coordinator/Coordonnateur de stages,303,.5,,,NDP
Quebec/Québec,Sherbrooke,24073,Hubert Richard Rhinoceros/Rhinocéros,,"Sherbrooke, Que./ Qc",None/Aucune,265,.5,,,NDP
Quebec/Québec,Terrebonne,24075,Michel Boudrias Bloc Québécois/Bloc Québécois,Bloc,"Montréal, Que./ Qc",Retired Military Officer/Officier militaire retraité,19238,33,2922,5.0,Bloc
Quebec/Québec,Terrebonne,24075,Michèle Audette Liberal/Libéral,Liberal,"Maliotenam, Que./ Qc",Consultant/Consultante,16316,28,,,Bloc
Quebec/Québec,Terrebonne,24075,Charmaine Borg ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Terrebonne, Que./ Qc",Parliamentarian/Parlementaire,14928,25.6,,,Bloc
Quebec/Québec,Terrebonne,24075,Michel Surprenant Conservative/Conservateur,Conservative,"Terrebonne, Que./ Qc",Storekeeper/Commerçant,6615,11.3,,,Bloc
Quebec/Québec,Terrebonne,24075,Susan Moen Green Party/Parti Vert,Green,"Black Creek, B.C./ C.-B.",Non Profit Consultant/Consultante,1016,1.7,,,Bloc
Quebec/Québec,Terrebonne,24075,Louis Clément Sénat Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions,,"Terrebonne, Que./ Qc",Public Servant/Fonctionnaire,171,.3,,,Bloc
Quebec/Québec,Thérèse-De Blainville,24013,Ramez Ayoub Liberal/Libéral,Liberal,"Lorraine, Que./ Qc",Mayor/Maire,18281,32.5,3043,5.4,Liberal
Quebec/Québec,Thérèse-De Blainville,24013,Alain Marginean Bloc Québécois/Bloc Québécois,Bloc,"Rosemère, Que./ Qc",Retired education director/Retraité Directeur éducation,15238,27.1,,,Liberal
Quebec/Québec,Thérèse-De Blainville,24013,Alain Giguère ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Sainte-Thérèse, Que./ Qc",Lawyer/Avocat,14022,24.9,,,Liberal
Quebec/Québec,Thérèse-De Blainville,24013,Manuel Puga Conservative/Conservateur,Conservative,"Québec, Que./ Qc",Businessman/Homme d'affaires,7000,12.4,,,Liberal
Quebec/Québec,Thérèse-De Blainville,24013,Andrew Carkner Green Party/Parti Vert,Green,"Blainville, Que./ Qc",Engineer/Ingénieur,1352,2.4,,,Liberal
Quebec/Québec,Thérèse-De Blainville,24013,Daniel Guindon Libertarian/Libertarien,,"Blainville, Que./ Qc",Crane Operator/Grutier,355,.6,,,Liberal
Quebec/Québec,Trois-Rivières,24076,Robert Aubin ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Trois-Rivières, Que./ Qc",Parliamentarian/Parlementaire,19193,31.8,969,1.6,NDP
Quebec/Québec,Trois-Rivières,24076,Yvon Boivin Liberal/Libéral,Liberal,"Trois-Rivières, Que./ Qc",Manager/Gestionnaire,18224,30.2,,,NDP
Quebec/Québec,Trois-Rivières,24076,Dominic Therrien Conservative/Conservateur,Conservative,"Port Moody, B.C./ C.-B.",Lawyer/Avocat,11231,18.6,,,NDP
Quebec/Québec,Trois-Rivières,24076,André Valois Bloc Québécois/Bloc Québécois,Bloc,"Trois-Rivières, Que./ Qc",Retired/Retraité,10249,17,,,NDP
Quebec/Québec,Trois-Rivières,24076,Éric Trottier Green Party/Parti Vert,Green,"Trois-Rivières, Que./ Qc",Metallurgy and Metallurgical Eng. Technologist/Technologue génie métallurgique,1032,1.7,,,NDP
Quebec/Québec,Trois-Rivières,24076,Maxime Rousseau Libertarian/Libertarien,,"Trois-Rivières, Que./ Qc",Computer Technician/Technicien informatique,360,.6,,,NDP
Quebec/Québec,Vaudreuil--Soulanges,24074,Peter Schiefke Liberal/Libéral,Liberal,"Vaudreuil-sur-le-Lac, Que./ Qc",Al Gore Foundation Director/Directeur de la fondation Al Gore,30550,46.6,15923,24.3,Liberal
Quebec/Québec,Vaudreuil--Soulanges,24074,Jamie Nicholls ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Hudson, Que./ Qc",Parliamentarian/Parlementaire,14627,22.3,,,Liberal
Quebec/Québec,Vaudreuil--Soulanges,24074,Vincent François Bloc Québécois/Bloc Québécois,Bloc,"Montréal, Que./ Qc",Web Adaptation Technician/Technicien en adaptation web,9858,15,,,Liberal
Quebec/Québec,Vaudreuil--Soulanges,24074,Marc Boudreau Conservative/Conservateur,Conservative,"Terrebonne, Que./ Qc",Lawyer/Avocat,9048,13.8,,,Liberal
Quebec/Québec,Vaudreuil--Soulanges,24074,Jennifer Kaszel Green Party/Parti Vert,Green,"L'Île-Perrot, Que./ Qc",Cabinetmaker (Aerospace)/Ébéniste (Aérospatiale),1445,2.2,,,Liberal
Quebec/Québec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,24077,Marc Miller Liberal/Libéral,Liberal,"Westmount, Que./ Qc",Lawyer/Avocat,25491,50.8,13734,27.4,Liberal
Quebec/Québec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,24077,Allison Turner NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Montréal, Que./ Qc",Lawyer/Avocat,11757,23.4,,,Liberal
Quebec/Québec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,24077,Steve Shanahan Conservative/Conservateur,Conservative,"Montréal, Que./ Qc",City Councillor/Conseiller de ville,5948,11.9,,,Liberal
Quebec/Québec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,24077,Chantal St-Onge Bloc Québécois/Bloc Québécois,Bloc,"Saint-Hippolyte, Que./ Qc",Teacher/Enseignante,4307,8.6,,,Liberal
Quebec/Québec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,24077,Daniel Green Green Party/Parti Vert,Green,"Montréal, Que./ Qc",Environmentalist/Environnementaliste,2398,4.8,,,Liberal
Quebec/Québec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,24077,Daniel Wolfe Rhinoceros/Rhinocéros,,"Verdun, Que./ Qc",Student/Étudiant,161,.3,,,Liberal
Quebec/Québec,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,24077,William Sloan Communist/Communiste,,"Montréal, Que./ Qc",Retired (lawyer)/Retraité (ex-avocat),102,.2,,,Liberal
Quebec/Québec,Vimy,24078,Eva Nassif Liberal/Libéral,Liberal,"Laval, Que./ Qc",Certified Translator/Traductrice Agréée,25082,46.2,13691,25.2,Liberal
Quebec/Québec,Vimy,24078,France Duhamel NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Sainte-Thérèse, Que./ Qc",Businesswoman/Femme d'affaires,11391,21,,,Liberal
Quebec/Québec,Vimy,24078,Barek Kaddouri Bloc Québécois/Bloc Québécois,Bloc,"Laval, Que./ Qc",Teacher/Enseignant,9068,16.7,,,Liberal
Quebec/Québec,Vimy,24078,Anthony Mavros Conservative/Conservateur,Conservative,"Montréal, Que./ Qc",Accountant/Comptable,7262,13.4,,,Liberal
Quebec/Québec,Vimy,24078,José Núñez Melo ** Green Party/Parti Vert,Green,"Laval, Que./ Qc",Parliamentarian/Parlementaire,1280,2.4,,,Liberal
Quebec/Québec,Vimy,24078,Brian Jenkins Christian Heritage Party/Parti de l'Héritage Chrétien,,"Montréal, Que./ Qc",Recruiter/Recruteur ,260,.5,,,Liberal
Ontario,Ajax,35001,Mark Holland Liberal/Libéral,Liberal,"Ajax, Ont.",Executive Director/Directeur exécutif,31458,55.9,12084,21.5,Liberal
Ontario,Ajax,35001,Chris Alexander ** Conservative/Conservateur,Conservative,"Ajax, Ont.",Parliamentarian/Parlementaire,19374,34.4,,,Liberal
Ontario,Ajax,35001,Stephanie Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Ajax, Ont.",Student/Étudiante,4630,8.2,,,Liberal
Ontario,Ajax,35001,Jeff Hill Green Party/Parti Vert,Green,"Ajax, Ont.",Journalist/Journaliste,788,1.4,,,Liberal
Ontario,Ajax,35001,Bob Kesic United Party/Parti Uni,,"Ajax, Ont.",Self-Employed/Travailleur indépendant,57,.1,,,Liberal
Ontario,Algoma--Manitoulin--Kapuskasing,35002,Carol Hughes ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Hanmer, Ont.",Parliamentarian/Parlementaire,16516,39.9,2405,5.8,NDP
Ontario,Algoma--Manitoulin--Kapuskasing,35002,Heather Wilson Liberal/Libéral,Liberal,"Espanola, Ont.",Controller/Contrôleuse,14111,34.1,,,NDP
Ontario,Algoma--Manitoulin--Kapuskasing,35002,André Robichaud Conservative/Conservateur,Conservative,"Kapuskasing, Ont.",Economic Development Officer/Agent de développement économique,9820,23.7,,,NDP
Ontario,Algoma--Manitoulin--Kapuskasing,35002,Calvin John Orok Green Party/Parti Vert,Green,"White River, Ont.",Kinesiologist/Kinésiologue,927,2.2,,,NDP
Ontario,Aurora--Oak Ridges--Richmond Hill,35003,Leona Alleslev Liberal/Libéral,Liberal,"Richmond Hill, Ont.",Consultant/Consultante,24132,47.3,1093,2.1,Liberal
Ontario,Aurora--Oak Ridges--Richmond Hill,35003,Costas Menegakis ** Conservative/Conservateur,Conservative,"Richmond Hill, Ont.",Parliamentarian/Parlementaire,23039,45.2,,,Liberal
Ontario,Aurora--Oak Ridges--Richmond Hill,35003,Brenda Power NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"North York, Ont.",Appeals Officer/Agente d'appels,2912,5.7,,,Liberal
Ontario,Aurora--Oak Ridges--Richmond Hill,35003,Randi Ramdeen Green Party/Parti Vert,Green,"Toronto, Ont.",Executive administrator/Administrateur exécutif,654,1.3,,,Liberal
Ontario,Aurora--Oak Ridges--Richmond Hill,35003,Kyle Bowles Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,,"Richmond Hill, Ont.",Wildlife Sanctuary/Sanctuaire de la faune,243,.5,,,Liberal
Ontario,Barrie--Innisfil,35004,John Brassard Conservative/Conservateur,Conservative,"Barrie, Ont.",Retired/Retraité,22901,46.4,4593,9.3,Conservative
Ontario,Barrie--Innisfil,35004,Colin Wilson Liberal/Libéral,Liberal,"Barrie, Ont.",Federal Public Servant - Senior Advisor/Fonctionnaire fédéral - conseiller principal,18308,37.1,,,Conservative
Ontario,Barrie--Innisfil,35004,Myrna Clark NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Barrie, Ont.",Retired Teacher /Enseignante retraitée,5812,11.8,,,Conservative
Ontario,Barrie--Innisfil,35004,Bonnie North Green Party/Parti Vert,Green,"Barrie, Ont.",Consultant/Consultante,1991,4,,,Conservative
Ontario,Barrie--Innisfil,35004,Gary Nail Christian Heritage Party/Parti de l'Héritage Chrétien,,"Innisfil, Ont.",Auto Worker/Travailleur de l'automobile,199,.4,,,Conservative
Ontario,Barrie--Innisfil,35004,Jeff Sakula CAP/PAC,,"Barrie, Ont.",Retired/Retraité,130,.3,,,Conservative
Ontario,Barrie--Springwater--Oro-Medonte,35005,Alex Nuttall Conservative/Conservateur,Conservative,"Barrie, Ont.",Financial Services/Services financiers,21091,41.7,86,0.2,Conservative
Ontario,Barrie--Springwater--Oro-Medonte,35005,Brian Tamblyn Liberal/Libéral,Liberal,"Barrie, Ont.",Educator/Éducateur,21005,41.6,,,Conservative
Ontario,Barrie--Springwater--Oro-Medonte,35005,Ellen White NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Barrie, Ont.",General Manager/Directrice générale,5202,10.3,,,Conservative
Ontario,Barrie--Springwater--Oro-Medonte,35005,Marty Lancaster Green Party/Parti Vert,Green,"Oro-Medonte, Ont.",Teacher/Enseignant,2648,5.2,,,Conservative
Ontario,Barrie--Springwater--Oro-Medonte,35005,Darren Roskam Libertarian/Libertarien,,"Barrie, Ont.",Graphic Designer/Graphiste,401,.8,,,Conservative
Ontario,Barrie--Springwater--Oro-Medonte,35005,Ram Faerber Independent/Indépendant,,"Barrie, Ont.",Business Owner - Operator/Propriétaire et exploitant d'entreprise,188,.4,,,Conservative
Ontario,Bay of Quinte/Baie de Quinte,35006,Neil Ellis Liberal/Libéral,Liberal,"Belleville, Ont.",Business/Entreprise,29281,50.7,9500,16.5,Liberal
Ontario,Bay of Quinte/Baie de Quinte,35006,Jodie Jenkins Conservative/Conservateur,Conservative,"Belleville, Ont.",Sales Executive/Directeur commercial,19781,34.3,,,Liberal
Ontario,Bay of Quinte/Baie de Quinte,35006,Terry Cassidy NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Quinte West, Ont.",Executive Director/Directeur général,7001,12.1,,,Liberal
Ontario,Bay of Quinte/Baie de Quinte,35006,Rachel Nelems Green Party/Parti Vert,Green,"Hull, Que./ Qc",Candidate Support Administrator/Administratrice de soutien du candidat,1278,2.2,,,Liberal
Ontario,Bay of Quinte/Baie de Quinte,35006,Trueman Tuck Independent/Indépendant,,"Roslin, Ont.",Paralegal / Lobbyist/Parajuriste / Lobbyiste,372,.6,,,Liberal
Ontario,Beaches--East York,35007,Nathaniel Erskine-Smith Liberal/Libéral,Liberal,"Toronto, Ont.",Lawyer/Avocat,27458,49.4,10345,18.6,Liberal
Ontario,Beaches--East York,35007,Matthew Kellway ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Toronto, Ont.",Parliamentarian/Parlementaire,17113,30.8,,,Liberal
Ontario,Beaches--East York,35007,Bill Burrows Conservative/Conservateur,Conservative,"Toronto, Ont.","Business Development Manager/Gestionnaire, Développement de l'entreprise",9124,16.4,,,Liberal
Ontario,Beaches--East York,35007,Randall Sach Green Party/Parti Vert,Green,"Toronto, Ont.",Consultant/Consultant,1433,2.6,,,Liberal
Ontario,Beaches--East York,35007,James Sears Independent/Indépendant,,"Toronto, Ont.",Medical Investigator/Enquêteur médical,254,.5,,,Liberal
Ontario,Beaches--East York,35007,Roger Carter Marxist-Leninist/Marxiste-Léniniste,,"Toronto, Ont.",Retiree/Retraité,105,.2,,,Liberal
Ontario,Beaches--East York,35007,Peter Surjanac Independent/Indépendant,,"Toronto, Ont.",Banker/Banquier,43,.1,,,Liberal
Ontario,Brampton Centre/Brampton-Centre,35008,Ramesh Sangha Liberal/Libéral,Liberal,"Brampton, Ont.",Lawyer/Avocat,19277,48.6,5932,15.0,Liberal
Ontario,Brampton Centre/Brampton-Centre,35008,Bal Gosal ** Conservative/Conservateur,Conservative,"Brampton, Ont.",Parliamentarian/Parlementaire,13345,33.7,,,Liberal
Ontario,Brampton Centre/Brampton-Centre,35008,Rosemary Keenan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Brampton, Ont.",Retired Teacher and Principal/Directrice et enseignante retraitée,5993,15.1,,,Liberal
Ontario,Brampton Centre/Brampton-Centre,35008,Saul Marquard T. Bottcher Green Party/Parti Vert,Green,"Brampton, Ont.",Publisher/Éditeur,844,2.1,,,Liberal
Ontario,Brampton Centre/Brampton-Centre,35008,Frank Chilelli Marxist-Leninist/Marxiste-Léniniste,,"Brampton, Ont.",Teacher/Enseignant,173,.4,,,Liberal
Ontario,Brampton East/Brampton-Est,35009,Raj Grewal Liberal/Libéral,Liberal,"Brampton, Ont.",Lawyer/Avocat,23652,52.3,13010,28.8,Liberal
Ontario,Brampton East/Brampton-Est,35009,Naval Bajaj Conservative/Conservateur,Conservative,"Brampton, Ont.",Business Consultant/Conseiller en affaires,10642,23.5,,,Liberal
Ontario,Brampton East/Brampton-Est,35009,Harbaljit Singh Kahlon NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Brampton, Ont.",Project Management Consultant/Conseiller en gestion de projets,10400,23,,,Liberal
Ontario,Brampton East/Brampton-Est,35009,Kyle Lacroix Green Party/Parti Vert,Green,"Brampton, Ont.",Service Associate/Associé de services,512,1.1,,,Liberal
Ontario,Brampton North/Brampton-Nord,35010,Ruby Sahota Liberal/Libéral,Liberal,"Brampton, Ont.",Lawyer/Avocate,23297,48.4,7409,15.4,Liberal
Ontario,Brampton North/Brampton-Nord,35010,Parm Gill ** Conservative/Conservateur,Conservative,"Brampton, Ont.",Parliamentarian/Parlementaire,15888,33,,,Liberal
Ontario,Brampton North/Brampton-Nord,35010,Martin Singh NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Brampton, Ont.",Pharmacist/Pharmacien,7946,16.5,,,Liberal
Ontario,Brampton North/Brampton-Nord,35010,Pauline Thornham Green Party/Parti Vert,Green,"Brampton, Ont.",Teacher/Enseignante,915,1.9,,,Liberal
Ontario,Brampton North/Brampton-Nord,35010,Harinderpal Hundal Communist/Communiste,,"Brampton, Ont.",Transportation/Transport,120,.2,,,Liberal
Ontario,Brampton South/Brampton-Sud,35011,Sonia Sidhu Liberal/Libéral,Liberal,"Brampton, Ont.",Diabetes Educator / Research Coordinator/Éducatrice diabète/Coordonnatrice de la recherche,23681,52.1,7752,17.1,Liberal
Ontario,Brampton South/Brampton-Sud,35011,Kyle Seeback ** Conservative/Conservateur,Conservative,"Orangeville, Ont.",Parliamentarian/Parlementaire,15929,35,,,Liberal
Ontario,Brampton South/Brampton-Sud,35011,Amarjit Sangha NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Brampton, Ont.",Television Host/Animateur à la télévision,4843,10.7,,,Liberal
Ontario,Brampton South/Brampton-Sud,35011,Shaun Hatton Green Party/Parti Vert,Green,"Brampton, Ont.","Director, business development/Directeur, développement d'entreprise",1011,2.2,,,Liberal
Ontario,Brampton West/Brampton-Ouest,35012,Kamal Khera Liberal/Libéral,Liberal,"Brampton, Ont.",Registered Nurse/Infirmière autorisée,24256,55.9,11188,25.8,Liberal
Ontario,Brampton West/Brampton-Ouest,35012,Ninder Thind Conservative/Conservateur,Conservative,"Mississauga, Ont.",Executive Assistant/Adjoint de direction,13068,30.1,,,Liberal
Ontario,Brampton West/Brampton-Ouest,35012,Adaoma Patterson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Brampton, Ont.",Civil Servant/Fonctionnaire,5400,12.4,,,Liberal
Ontario,Brampton West/Brampton-Ouest,35012,Karthika Gobinath Green Party/Parti Vert,Green,"Brampton, Ont.",Public Servant/Fonctionnaire,674,1.6,,,Liberal
Ontario,Brantford--Brant,35013,Phil McColeman ** Conservative/Conservateur,Conservative,"Brantford, Ont.",Parliamentarian/Parlementaire,25874,40.9,6452,10.2,Conservative
Ontario,Brantford--Brant,35013,Danielle Takacs Liberal/Libéral,Liberal,"Brantford, Ont.",Government relations consultant/Consultante en relations gouvernementales,19422,30.7,,,Conservative
Ontario,Brantford--Brant,35013,Marc Laferriere NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Paris, Ont.",Professor/Professeur,15715,24.8,,,Conservative
Ontario,Brantford--Brant,35013,Kevin Brandt Green Party/Parti Vert,Green,"Brantford, Ont.",Optometric technician/Technicien d'optométrie,1582,2.5,,,Conservative
Ontario,Brantford--Brant,35013,Rob Ferguson Libertarian/Libertarien,,"Brantford, Ont.",Advertiser/Publicitaire,515,.8,,,Conservative
Ontario,Brantford--Brant,35013,The Engineer Turmel Independent/Indépendant,,"Brantford, Ont.","Banking Systems Engineer/Ingénieur en système, bancaires",164,.3,,,Conservative
Ontario,Bruce--Grey--Owen Sound,35014,Larry Miller ** Conservative/Conservateur,Conservative,"South Bruce Peninsula, Ont.",Parliamentarian/Parlementaire,26297,46.7,4418,7.8,Conservative
Ontario,Bruce--Grey--Owen Sound,35014,Kimberley Love Liberal/Libéral,Liberal,"Owen Sound, Ont.",Communications consultant/Consultante en communications,21879,38.8,,,Conservative
Ontario,Bruce--Grey--Owen Sound,35014,David McLaren NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Neyaashiinigmiing, Ont.",Writer / broadcaster/Auteur / diffuseur,6270,11.1,,,Conservative
Ontario,Bruce--Grey--Owen Sound,35014,Chris Albinati Green Party/Parti Vert,Green,"Allenford, Ont.",Lawyer/Avocat,1887,3.3,,,Conservative
Ontario,Burlington,35015,Karina Gould Liberal/Libéral,Liberal,"Burlington, Ont.",Consultant/Consultante,32229,46,2449,3.5,Liberal
Ontario,Burlington,35015,Mike Wallace ** Conservative/Conservateur,Conservative,"Burlington, Ont.",Parliamentarian/Parlementaire,29780,42.5,,,Liberal
Ontario,Burlington,35015,David Laird NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Burlington, Ont.",Vice-President CUPE 2314/Vice-président CUPE 2314,6381,9.1,,,Liberal
Ontario,Burlington,35015,Vince Fiorito Green Party/Parti Vert,Green,"Burlington, Ont.",Information Technology Consultant/Conseiller en technologies de l'information,1710,2.4,,,Liberal
Ontario,Cambridge,35016,Bryan May Liberal/Libéral,Liberal,"Cambridge, Ont.",General Manager/Directeur général,23024,43.2,2411,4.5,Liberal
Ontario,Cambridge,35016,Gary Goodyear ** Conservative/Conservateur,Conservative,"Cambridge, Ont.",Parliamentarian/Parlementaire,20613,38.6,,,Liberal
Ontario,Cambridge,35016,Bobbi Stewart NDP-New Democratic Party/NPD-Nouveau Parti démocratique,NDP,"Cambridge, Ont.",Retired Child Protection Worker/Préposée à la protection de l'enfance retraitée,7397,13.9,,,Liberal
